nconst,actor_name,actor_star_power,actor_movies,actor_avg_budget,actor_avg_revenue,actor_avg_roi,actor_avg_rating,actor_success_rate
nm0000241,Jean-Claude Van Damme,3,11,16.824787105953376,18.004708516617697,1.5692729625527921,5.590909090909091,0.36363636363636365
nm0000242,Mark Wahlberg,4,27,17.891163004155356,19.02576972727225,1.3555241540249845,6.537037037037037,0.6666666666666666
nm0000243,Denzel Washington,4,18,17.90101992491242,18.743121790304976,1.2606039065281098,7.155555555555556,0.6111111111111112
nm0000244,Sigourney Weaver,4,22,17.664835792609672,19.167886495314548,1.3407092525325277,6.318181818181818,0.36363636363636365
nm0000245,Robin Williams,4,23,17.924243874067045,18.873294461195844,1.1403725850740845,6.234782608695652,0.5652173913043478
nm0000246,Bruce Willis,4,33,17.702647695053603,18.39411351365154,0.9870311388565219,6.3,0.3333333333333333
nm0000249,James Woods,1,9,17.977686839525415,18.122120909249173,0.6895356090095502,6.188888888888889,0.0
nm0000250,Renée Zellweger,4,18,17.587760532844676,18.60682563894652,1.31544042620168,6.527777777777778,0.3888888888888889
nm0000255,Ben Affleck,4,19,17.75258556607993,18.620669507238695,1.1668989923740496,6.189473684210526,0.5263157894736842
nm0000257,Alan Alda,3,7,17.79785889875496,18.771188744323794,1.1914790477420103,6.8,0.42857142857142855
nm0000260,Joan Allen,3,8,17.370858648025116,18.698116058799034,1.4161750203454913,7.475,0.75
nm0000267,Julie Andrews,3,8,18.361461394902474,19.978226983795857,1.747903310956321,6.4875,1.0
nm0000271,Anne Archer,1,5,17.41282284594998,17.62373471658367,0.7177572035610287,5.7,0.2
nm0000273,Alan Arkin,4,15,17.294491718352837,18.29615927445968,1.4258845890566647,6.553333333333333,0.5333333333333333
nm0000274,David Arquette,1,10,17.076679333366283,17.54203986226436,0.8189029895589284,5.75,0.2
nm0000275,Rosanna Arquette,1,4,16.49481835881146,17.153804986884026,0.7127630056844961,6.35,0.25
nm0000276,Sean Astin,3,12,17.458237018764926,19.460272837918065,1.6172677350707174,6.816666666666666,0.5833333333333334
nm0000279,Hank Azaria,4,18,18.051949298914842,19.363151197190067,1.446744542010658,6.166666666666667,0.7777777777777778
nm0000285,Alec Baldwin,4,27,17.9007396427646,18.702408485060722,1.208670260290538,6.34074074074074,0.5185185185185185
nm0000288,Christian Bale,4,25,18.067428521528036,19.081937806959793,1.215902110370677,7.252000000000001,0.48
nm0000289,Ellen Barkin,1,4,16.380459992348886,16.88641560799517,0.7708982565809287,6.025,0.25
nm0000291,Angela Bassett,4,12,17.932648928478304,18.210668055324184,0.9887169294420778,6.0,0.4166666666666667
nm0000293,Sean Bean,4,17,18.015803713186937,19.35405827904704,1.4083028335250682,6.611764705882353,0.6470588235294118
nm0000295,Kate Beckinsale,4,16,17.87379608764929,18.653722096522266,1.0683130963351088,6.4875,0.4375
nm0000297,Tom Berenger,3,4,18.078190449090098,19.31026269370661,1.1519460763387557,7.075,0.5
nm0000298,Candice Bergen,3,7,17.265498135541893,18.77380505284033,1.5143310442334643,5.6000000000000005,0.7142857142857143
nm0000299,Michael Biehn,1,8,16.705882371415992,16.379629003005988,0.7224682392762346,5.55,0.125
nm0000300,Juliette Binoche,1,15,16.95277847242353,17.8368960532583,0.8355288280786485,6.386666666666667,0.2
nm0000307,Helena Bonham Carter,4,17,18.247342259686615,19.44951295746244,1.6925530093512808,6.882352941176471,0.5882352941176471
nm0000312,Amy Brenneman,1,4,16.190416405561198,16.121264649374496,0.46601788420650253,6.125,0.0
nm0000313,Jeff Bridges,4,17,18.07860461351346,18.86227016053524,1.201698326809143,6.794117647058823,0.4117647058823529
nm0000317,Clancy Brown,4,13,17.366453354683344,18.1356729877117,1.176795020430296,6.238461538461538,0.46153846153846156
nm0000321,Gabriel Byrne,1,6,16.958225065032376,17.001600808222683,0.6180123530489947,6.133333333333333,0.16666666666666666
nm0000323,Michael Caine,4,22,18.12139219558383,19.31832614125961,1.2701636818780884,6.913636363636363,0.5
nm0000326,Kim Cattrall,3,5,17.538791462950133,18.8885816239697,1.4137923421239242,5.220000000000001,0.6
nm0000327,Lacey Chabert,3,7,16.88787317644604,18.030991477434636,1.2662187459624477,5.514285714285714,0.7142857142857143
nm0000329,Jackie Chan,4,24,17.8699712062196,18.838719131064746,1.2300177033886088,6.216666666666666,0.4166666666666667
nm0000330,Stockard Channing,1,4,17.225006775498976,17.148440554910298,0.777651317076328,5.95,0.25
nm0000331,Chevy Chase,1,6,17.37844881707575,17.842055961535912,1.1688691591226525,5.0,0.3333333333333333
nm0000332,Don Cheadle,4,17,18.242116836226238,19.67039378395579,1.568569998969742,6.923529411764706,0.7058823529411765
nm0000334,Chow Yun-Fat,3,7,17.62534264464777,18.256117595369332,1.3395729331808734,5.871428571428572,0.2857142857142857
nm0000335,Glenn Close,1,7,17.319780154834973,17.89835063714505,1.2836706340743784,5.928571428571429,0.2857142857142857
nm0000337,Rachael Leigh Cook,1,5,17.33951539836911,16.18421105316518,0.2804524752171184,5.62,0.0
nm0000342,James Cromwell,4,12,18.15985697198344,19.27674928812678,1.4569367860172813,6.941666666666666,0.5833333333333334
nm0000345,Billy Crystal,3,5,18.34681890612049,19.60622045691951,1.4638156487244527,6.58,0.8
nm0000347,Tim Curry,1,7,17.30767974826694,17.994176835658198,0.9428870556382403,5.771428571428571,0.2857142857142857
nm0000349,Joan Cusack,4,15,17.856805916671252,18.67906369864167,1.0010355585917605,6.246666666666667,0.4
nm0000352,Vincent D'Onofrio,4,11,17.46024814497655,19.06076570861047,1.0990833021009692,6.554545454545454,0.36363636363636365
nm0000353,Willem Dafoe,4,29,17.472107270409218,18.832739884254877,1.4539517210895956,6.755172413793104,0.4827586206896552
nm0000354,Matt Damon,4,31,17.94352906350604,18.90172818196046,1.1963073469537242,6.903225806451613,0.5161290322580645
nm0000358,Daniel Day-Lewis,3,5,17.81003480332037,18.60436641824817,1.1255229079255822,7.06,0.4
nm0000360,Rebecca De Mornay,1,5,16.454567959008102,15.812797563630005,0.41747195330841336,5.86,0.0
nm0000362,Danny DeVito,1,15,17.13573891323734,17.485125422413823,0.7500167333446646,5.98,0.2
nm0000365,Julie Delpy,2,5,15.678039253360028,16.541111100235437,1.3670988103932136,7.06,0.6
nm0000366,Catherine Deneuve,1,8,16.801066275578133,16.99929273123277,0.9425891749057932,6.2125,0.25
nm0000367,Gérard Depardieu,1,16,17.403983206513377,17.700754820813966,0.8144591376742749,5.70625,0.3125
nm0000368,Laura Dern,4,15,16.982391129848924,18.200731228769556,1.3376720601904821,6.413333333333333,0.4
nm0000369,Matt Dillon,1,10,17.010093731247036,17.714661711409367,0.936159278195592,5.9399999999999995,0.5
nm0000374,Brad Dourif,3,5,16.83104550783405,17.639834342619757,1.2701264329748994,5.12,0.6
nm0000375,Robert Downey Jr.,4,24,18.326598986994316,19.856853810296002,1.3715995760915627,6.925,0.5833333333333334
nm0000377,Richard Dreyfuss,1,6,17.622543371748783,17.829365388538434,0.810636793467918,5.883333333333333,0.16666666666666666
nm0000378,Minnie Driver,1,10,16.803714615475307,17.145975949606274,0.7128902044034306,6.24,0.3
nm0000379,Kirsten Dunst,4,20,17.775561551465145,18.859210971179568,1.0696515767603219,6.529999999999999,0.35
nm0000380,Robert Duvall,3,9,17.522830080248557,17.899922839466598,1.4037079883655295,6.611111111111111,0.5555555555555556
nm0000381,Anthony Edwards,1,6,17.24356625957927,17.493135841637173,0.6845133584432737,6.05,0.16666666666666666
nm0000383,Jennifer Ehle,3,7,17.491811255187805,18.8583493546443,1.652281457975825,6.3428571428571425,0.7142857142857143
nm0000385,Sam Elliott,3,8,17.90358552394427,18.631262125579955,1.3988312971191312,6.2125,0.5
nm0000388,R. Lee Ermey,3,6,16.70124199211789,17.514278018381983,1.4335861802304306,5.633333333333333,0.5
nm0000391,Rupert Everett,4,13,17.405419322120004,18.806138270131814,1.0170134681617533,5.638461538461538,0.3076923076923077
nm0000398,Sally Field,3,6,18.335485908778427,19.57024365232954,1.7702408234794247,6.2,0.8333333333333334
nm0000401,Laurence Fishburne,4,17,17.729883760690424,18.78248992335379,1.2654731460105608,6.329411764705882,0.5882352941176471
nm0000402,Carrie Fisher,3,6,17.73913271900513,19.696566789198982,1.222014796545632,5.75,0.5
nm0000404,Jane Fonda,3,6,16.861302078949656,18.016312606451876,1.2135261869494682,6.483333333333333,0.5
nm0000407,Vivica A. Fox,3,7,17.05810294851229,17.790681849851435,1.1785293154709557,6.6000000000000005,0.42857142857142855
nm0000409,Brendan Fraser,4,16,17.846981896116063,18.41409467961547,0.883840125400311,5.80625,0.25
nm0000410,Stephen Fry,3,7,18.129181886358204,19.32469192522878,1.159543975857193,6.728571428571429,0.7142857142857143
nm0000412,Andy Garcia,4,12,17.403187534231563,18.397460083279874,1.0767297340265394,6.291666666666667,0.25
nm0000413,Janeane Garofalo,1,6,18.017712531005383,18.680857680782495,0.7208821496005877,6.2,0.16666666666666666
nm0000417,Crispin Glover,3,10,17.98062420660253,19.136156935263603,1.2360296671755004,5.7,0.6
nm0000418,Danny Glover,4,12,17.658897792423204,18.632064875518445,1.112144341218938,6.25,0.5833333333333334
nm0000420,Valeria Golino,2,4,15.81360659578337,16.83685187771359,1.2896749099359894,6.775,0.5
nm0000421,Cuba Gooding Jr.,3,11,17.341871111992198,17.98970277946858,1.3605348134984334,5.4818181818181815,0.45454545454545453
nm0000422,John Goodman,4,27,17.78317850572181,18.73739755227462,1.2351198371615215,6.559259259259259,0.48148148148148145
nm0000424,Hugh Grant,4,14,17.82673229504769,18.79137631196921,1.470560315002764,6.642857142857143,0.5
nm0000432,Gene Hackman,1,9,17.484754063057103,17.915130784917828,0.9212238785481879,6.477777777777778,0.3333333333333333
nm0000435,Daryl Hannah,3,6,16.884338433064414,17.9847834640765,1.30761857906773,7.333333333333333,0.5
nm0000437,Woody Harrelson,4,26,17.637945464749826,18.929614252412033,1.1358672007577924,6.542307692307692,0.46153846153846156
nm0000438,Ed Harris,4,24,17.301483052299112,18.35138382446179,0.9577798192377436,6.695833333333333,0.25
nm0000439,Neil Patrick Harris,3,11,17.909855136853043,19.07583514604764,1.3581684146664317,5.9818181818181815,0.6363636363636364
nm0000442,Rutger Hauer,1,5,17.521247153726737,18.36682316037324,0.7673208965815298,6.7,0.4
nm0000444,Glenne Headly,1,5,16.801192546169812,16.748145479397568,0.7348195813822384,5.84,0.0
nm0000445,Dan Hedaya,1,6,16.41820031748273,17.002905285698752,0.788738387491322,5.566666666666666,0.3333333333333333
nm0000449,Natasha Henstridge,1,4,17.401110690344236,17.640436168157873,0.7862621322370533,5.725,0.25
nm0000450,Philip Seymour Hoffman,4,22,17.739048845488004,18.971539273593677,1.312107164104013,7.15,0.5909090909090909
nm0000451,Gaby Hoffmann,2,4,16.166885910365842,16.56960283323282,1.0466590455681526,6.625,0.5
nm0000453,Ian Holm,3,8,17.576419956985234,18.587945726663435,1.2489761625246054,6.75,0.375
nm0000454,Dennis Hopper,1,8,16.370798082183974,16.702260117781208,0.7294703218990659,5.575,0.25
nm0000456,Holly Hunter,3,8,17.343707659745533,18.957418011622188,1.3335674586897825,6.75,0.5
nm0000457,John Hurt,4,17,17.810576309794634,18.654704525603545,1.044700224240169,6.523529411764706,0.47058823529411764
nm0000458,William Hurt,4,14,17.804494623047066,18.503598883277395,1.0270851347959653,6.778571428571429,0.35714285714285715
nm0000459,Timothy Hutton,1,6,16.992174575747782,17.365614660570525,0.717878065761099,6.483333333333333,0.16666666666666666
nm0000460,Jeremy Irons,1,9,17.460380097206585,17.860082746584926,1.0381643830199627,6.088888888888889,0.3333333333333333
nm0000461,Michael Ironside,1,5,17.624392826645856,18.14975566424959,0.5779221025297243,6.0600000000000005,0.0
nm0000463,Famke Janssen,4,16,18.013558027770717,19.198346497462754,1.4626490834517831,6.41875,0.6875
nm0000470,Jeffrey Jones,1,4,16.677711496036597,16.981472797534924,0.8192126385348021,5.0,0.25
nm0000473,Diane Keaton,1,9,17.51818335886808,17.973938622888202,0.9989780914380235,5.833333333333333,0.3333333333333333
nm0000474,Michael Keaton,3,12,17.88738228137977,19.431527134991118,1.6644290550077505,6.358333333333333,0.6666666666666666
nm0000480,Elias Koteas,1,14,17.384439478648346,17.799902954681745,0.9259095147871276,6.25,0.21428571428571427
nm0000481,Alice Krige,1,4,17.989897843244528,18.285491417715136,0.7500506223800951,6.0,0.25
nm0000489,Christopher Lee,3,7,18.329504874241113,19.640236101220463,1.4366237971745222,6.628571428571428,0.7142857142857143
nm0000491,John Leguizamo,4,22,17.6564280937588,19.03281161436742,1.4584649820829856,6.0636363636363635,0.5454545454545454
nm0000492,Jennifer Jason Leigh,1,11,16.829707715058014,17.479242618476995,1.021036269619052,6.745454545454546,0.36363636363636365
nm0000495,Téa Leoni,1,10,17.67413280776235,18.374845586795978,0.8894651276888522,6.35,0.4
nm0000496,Juliette Lewis,3,10,17.263909572907224,18.0806671583504,1.121342852473581,6.05,0.6
nm0000498,Matthew Lillard,1,8,17.627713250209656,18.1995310005565,0.9211379524521395,5.4875,0.375
nm0000499,Bai Ling,1,5,16.85600142266457,17.16866033369238,1.317573496927627,5.720000000000001,0.4
nm0000501,Ray Liotta,4,25,17.309894684719993,17.87407033565068,0.8091595020455618,6.232,0.2
nm0000502,Christopher Lloyd,1,6,17.034386422832473,17.00927657372774,1.0100090800640773,3.9499999999999997,0.3333333333333333
nm0000505,Nia Long,3,7,16.906553056777135,18.290359343174693,1.579919021675879,5.7,1.0
nm0000507,Rob Lowe,1,4,16.92345486681793,17.611049200969788,0.8720495872252083,5.625,0.25
nm0000510,Andie MacDowell,1,5,17.04235459216419,17.754562465220314,0.9893634673468459,5.720000000000001,0.4
nm0000511,Shirley MacLaine,1,5,17.76675429577647,18.09569119936059,0.808638749586468,5.64,0.0
nm0000513,William H. Macy,4,15,17.00639838742764,17.926772382936637,1.0853267055154785,6.1466666666666665,0.4
nm0000514,Michael Madsen,3,9,17.527455309439173,18.630462827094117,1.2672740180494382,6.455555555555555,0.5555555555555556
nm0000515,Virginia Madsen,3,9,17.17124560043339,18.058717088607875,1.3662645287107835,6.133333333333334,0.5555555555555556
nm0000518,John Malkovich,4,15,17.76931511658896,18.910658991830374,1.098523839123258,6.239999999999999,0.4
nm0000523,Julianna Margulies,1,6,17.430922887102167,18.243137148500104,0.8928057213025293,6.3,0.3333333333333333
nm0000525,Heather Matarazzo,3,5,16.852384822834082,18.087765043352505,1.355977757531935,6.0,0.8
nm0000526,Samantha Mathis,2,5,16.217717522047817,16.920018121193195,1.4601344184983835,6.62,0.4
nm0000531,Frances McDormand,4,15,17.9602313433593,19.093247121916257,1.1586370440600928,6.786666666666666,0.4
nm0000532,Malcolm McDowell,3,10,17.421008430313073,17.961465274285253,1.251274009300694,5.65,0.5
nm0000535,Rose McGowan,1,5,17.67413280776235,17.02536830593552,0.4745152769895523,5.88,0.0
nm0000538,Colm Meaney,1,7,16.94321054598507,17.47628907103329,0.7968344659805231,6.442857142857143,0.42857142857142855
nm0000541,Bette Midler,3,7,17.434120843051577,17.888529418601188,1.1827049028010412,5.414285714285714,0.5714285714285714
